,city,REGION
31138,greensburg,NORTH AMERICA
31139,sanquelim,ASIA
31140,morris,NORTH AMERICA
31141,sítio do quinto,SOUTH AMERICA
31142,verrières-le-buisson,EUROPE
31143,laterza,EUROPE
31144,hückeswagen,EUROPE
31145,marlow,EUROPE
31146,tabatinga,SOUTH AMERICA
31147,kamrāwān,ASIA
31148,curtorim,ASIA
31149,harhorin,ASIA
31150,hasanpur juned,ASIA
31151,lummen,EUROPE
31152,chitila,EUROPE
31153,bo’ness,EUROPE
31154,obanazawa,ASIA
31155,diankabou,AFRICA
31156,tavares,SOUTH AMERICA
31157,fameck,EUROPE
31158,cherupazhasshi,ASIA
31159,lebanon,NORTH AMERICA
31160,hirono,ASIA
31161,luduş,EUROPE
31162,cumpăna,EUROPE
31163,penrith,EUROPE
31164,maqat,ASIA
31165,matungao,ASIA
31166,tiltil,SOUTH AMERICA
31167,worthington,NORTH AMERICA
31168,uhingen,EUROPE
31169,lockhart,NORTH AMERICA
31170,el ateuf,AFRICA
31171,briniamaro,AFRICA
31172,romilly-sur-seine,EUROPE
31173,balham,EUROPE
31174,vohipeno,AFRICA
31175,antioch,NORTH AMERICA
31176,pincourt,NORTH AMERICA
31177,mozarlândia,SOUTH AMERICA
31178,whitefish bay,NORTH AMERICA
31179,teignmouth,EUROPE
31180,perunkolattūr,ASIA
31181,sinmpérékou,AFRICA
31182,sasso marconi,EUROPE
31183,masallı,ASIA
31184,entre rios de minas,SOUTH AMERICA
31185,danilov,EUROPE
31186,hammonton,NORTH AMERICA
31187,ijra,ASIA
31188,banbridge,EUROPE
31189,eshowe,AFRICA
31190,cocorná,SOUTH AMERICA
31191,punata,SOUTH AMERICA
31192,garhpura,ASIA
31193,san juan del sur,NORTH AMERICA
31194,tredegar,EUROPE
31195,larkhall,EUROPE
31196,boula’wane,AFRICA
31197,chatham,NORTH AMERICA
31198,cecil,NORTH AMERICA
31199,mississippi mills,NORTH AMERICA
31200,vaddāpalli,ASIA
31201,youdiou,AFRICA
31202,burshtyn,EUROPE
31203,bodmin,EUROPE
31204,andūrkonam,ASIA
31205,tepetzintla,NORTH AMERICA
31206,breukelen,EUROPE
31207,pilar,SOUTH AMERICA
31208,deming,NORTH AMERICA
31209,bailleul,EUROPE
31210,labiod medjadja,AFRICA
31211,sakhā,AFRICA
31212,guilford,NORTH AMERICA
31213,río negro,SOUTH AMERICA
31214,sullivan,NORTH AMERICA
31215,pindaí,SOUTH AMERICA
31216,tsimlyansk,EUROPE
31217,chaabat el leham,AFRICA
31218,langwedel,EUROPE
31219,joubb jannîne,ASIA
31220,selb,EUROPE
31221,roseau,NORTH AMERICA
31222,loreto,NORTH AMERICA
31223,söğütlü,ASIA
31224,neqāb,ASIA
31225,matsushige,ASIA
31226,bou djeniba,AFRICA
31227,ramsey,NORTH AMERICA
31228,bāladharmāram,ASIA
31229,muy muy,NORTH AMERICA
31230,prestwick,EUROPE
31231,san ġwann,EUROPE
31232,alagoinha,SOUTH AMERICA
31233,hickory hills,NORTH AMERICA
31234,riofrío,SOUTH AMERICA
31235,varnsdorf,EUROPE
31236,oulad driss,AFRICA
31237,hilchenbach,EUROPE
31238,sāhit,ASIA
31239,mediouna,AFRICA
31240,troon,EUROPE
31241,chhāpia,ASIA
31242,tarumirim,SOUTH AMERICA
31243,paola,EUROPE
31244,androrangavola,AFRICA
31245,uch-korgon,ASIA
31246,san ramón,SOUTH AMERICA
31247,lockhart,NORTH AMERICA
31248,triunfo,SOUTH AMERICA
31249,purísima de la concepción,SOUTH AMERICA
31250,shimubi,ASIA
31251,santa croce sull’ arno,EUROPE
31252,tiszaújváros,EUROPE
31253,hima,AFRICA
31254,tinchlik,ASIA
31255,tirumalaiyampālaiyam,ASIA
31256,cēsis,EUROPE
31257,kōteshwar,ASIA
31258,tapes,SOUTH AMERICA
31259,villa alegre,SOUTH AMERICA
31260,surbo,EUROPE
31261,ospitaletto,EUROPE
31262,nishinoomote,ASIA
31263,onklou,AFRICA
31264,tlaxcala,NORTH AMERICA
31265,saint-jean-de-luz,EUROPE
31266,lope de vega,ASIA
31267,kirchhatten,EUROPE
31268,kodāngipatti,ASIA
31269,baie du tombeau,AFRICA
31270,kurumbalūr,ASIA
31271,cedar lake,NORTH AMERICA
31272,alexander city,NORTH AMERICA
31273,abensberg,EUROPE
31274,collecchio,EUROPE
31275,ankadinandriana,AFRICA
31276,coremas,SOUTH AMERICA
31277,paramati,ASIA
31278,la carolina,EUROPE
31279,rubiera,EUROPE
31280,pattensen,EUROPE
31281,lognes,EUROPE
31282,montabaur,EUROPE
31283,melksham,EUROPE
31284,ngoulemakong,AFRICA
31285,mahatsinjo,AFRICA
31286,enyellé,AFRICA
31287,caiapônia,SOUTH AMERICA
31288,broadlands,NORTH AMERICA
31289,chirpan,EUROPE
31290,ranomafana,AFRICA
31291,thuin,EUROPE
31292,wibsey,EUROPE
31293,corridonia,EUROPE
31294,sterling,NORTH AMERICA
31295,mānantheri,ASIA
31296,bellaa,AFRICA
31297,béré,AFRICA
31298,pudur,ASIA
31299,navashino,EUROPE
31300,lakeland north,NORTH AMERICA
31301,esbiaat,AFRICA
31302,malvik,EUROPE
31303,las guáranas,NORTH AMERICA
31304,santa marta de tormes,EUROPE
31305,kushimoto,ASIA
31306,slobozhanske,EUROPE
31307,condoto,SOUTH AMERICA
31308,dzuunmod,ASIA
31309,kysucké nové mesto,EUROPE
31310,thonotosassa,NORTH AMERICA
31311,kamalganj,ASIA
31312,madagh,AFRICA
31313,st. clair,NORTH AMERICA
31314,rasulpur dhuria,ASIA
31315,owosso,NORTH AMERICA
31316,black forest,NORTH AMERICA
31317,gladeview,NORTH AMERICA
31318,złotoryja,EUROPE
31319,greendale,NORTH AMERICA
31320,capinópolis,SOUTH AMERICA
31321,mmopone,AFRICA
31322,djanet,AFRICA
31323,at-bashy,ASIA
31324,malo,EUROPE
31325,alginet,EUROPE
31326,kujūkuri,ASIA
31327,mulakād,ASIA
31328,boguszów-gorce,EUROPE
31329,kaonke,ASIA
31330,sprimont,EUROPE
31331,saint-brevin-les-pins,EUROPE
31332,chippewa falls,NORTH AMERICA
31333,ferrier,NORTH AMERICA
31334,vubatalai,ASIA
31335,mangamila,AFRICA
31336,mineral del monte,NORTH AMERICA
31337,gouré,AFRICA
31338,sisa,SOUTH AMERICA
31339,targuist,AFRICA
31340,técpan de galeana,NORTH AMERICA
31341,limanowa,EUROPE
31342,tiruvāsaladi,ASIA
31343,woudrichem,EUROPE
31344,mahinog,ASIA
31345,bilozerske,EUROPE
31346,sepīdān,ASIA
31347,terrace,NORTH AMERICA
31348,ternitz,EUROPE
31349,cómbita,SOUTH AMERICA
31350,montmagny,EUROPE
31351,farnborough,EUROPE
31352,rosà,EUROPE
31353,sigulda,EUROPE
31354,rio piracicaba,SOUTH AMERICA
31355,teixeira,SOUTH AMERICA
31356,langenselbold,EUROPE
31357,djebahia,AFRICA
31358,pinia,AFRICA
31359,misaki,ASIA
31360,beacon,NORTH AMERICA
31361,hutchinson,NORTH AMERICA
31362,hanover,NORTH AMERICA
31363,mercier,NORTH AMERICA
31364,néa alikarnassós,EUROPE
31365,abony,EUROPE
31366,goulmima,AFRICA
31367,bohodukhiv,EUROPE
31368,lumino,AFRICA
31369,dahé,AFRICA
31370,immenstadt im allgäu,EUROPE
31371,alangānallūr,ASIA
31372,port glasgow,EUROPE
31373,rafína,EUROPE
31374,magione,EUROPE
31375,zontecomatlán de lópez y fuentes,NORTH AMERICA
31376,vredefort,AFRICA
31377,neubiberg,EUROPE
31378,ringwood,EUROPE
31379,boston,ASIA
31380,cambuci,SOUTH AMERICA
31381,guajiquiro,NORTH AMERICA
31382,kankipādu,ASIA
31383,negreşti-oaş,EUROPE
31384,bar-le-duc,EUROPE
31385,neutraubling,EUROPE
31386,wilsdruff,EUROPE
31387,vemulūru,ASIA
31388,roncade,EUROPE
31389,kiri,AFRICA
31390,paliaturutu,ASIA
31391,bartabwa,AFRICA
31392,huasuo,ASIA
31393,castellammare del golfo,EUROPE
31394,batuan,ASIA
31395,naranja,NORTH AMERICA
31396,anzegem,EUROPE
31397,hatten,EUROPE
31398,tullamore,EUROPE
31399,i̇spir,ASIA
31400,monticello,NORTH AMERICA
31401,tornesch,EUROPE
31402,montesson,EUROPE
31403,lowton,EUROPE
31404,carmignano,EUROPE
31405,suō-ōshima,ASIA
31406,río branco,SOUTH AMERICA
31407,fraser,NORTH AMERICA
31408,sinha,ASIA
31409,ayt ’attou ou l’arbi,AFRICA
31410,swansea,NORTH AMERICA
31411,sveti ivan zelina,EUROPE
31412,arroio dos ratos,SOUTH AMERICA
31413,cabarete,NORTH AMERICA
31414,uzun,ASIA
31415,chigwell,EUROPE
31416,çay,ASIA
31417,nova ponte,SOUTH AMERICA
31418,nesebar,EUROPE
31419,lauda-königshofen,EUROPE
31420,great bend,NORTH AMERICA
31421,masmouda,AFRICA
31422,holalagondi,ASIA
31423,falls church,NORTH AMERICA
31424,jędrzejów,EUROPE
31425,red bluff,NORTH AMERICA
31426,guastalla,EUROPE
31427,plochingen,EUROPE
31428,sātyūn,ASIA
31429,villa yapacaní,SOUTH AMERICA
31430,yokoshiba,ASIA
31431,kelamangalam,ASIA
31432,dinmānpur,ASIA
31433,palmeirais,SOUTH AMERICA
31434,sangota,ASIA
31435,granados,NORTH AMERICA
31436,čajetina,EUROPE
31437,saint-genis-pouilly,EUROPE
31438,thillangéri,ASIA
31439,oulad bou rahmoun,AFRICA
31440,tostado,SOUTH AMERICA
31441,balīgaon,ASIA
31442,gümüşhacıköy,ASIA
31443,bílina,EUROPE
31444,al qbab,AFRICA
31445,lucao,ASIA
31446,alexandria,NORTH AMERICA
31447,ágios athanásios,ASIA
31448,ząbkowice śląskie,EUROPE
31449,aleksandrovka,ASIA
31450,severínia,SOUTH AMERICA
31451,cherryland,NORTH AMERICA
31452,talya,ASIA
31453,kānjikkovil,ASIA
31454,jitwārpur nizāmat,ASIA
31455,pineto,EUROPE
31456,bou salem,AFRICA
31457,tzaneen,AFRICA
31458,lakkampatti,ASIA
31459,kuleshovka,EUROPE
31460,sassenberg,EUROPE
31461,palayad,ASIA
31462,akora,ASIA
31463,edenburg,AFRICA
31464,benfreha,AFRICA
31465,paniem,ASIA
31466,breza,EUROPE
31467,kottacheruvu,ASIA
31468,andoain,EUROPE
31469,naivasha,AFRICA
31470,qazyqurt,ASIA
31471,jastrebarsko,EUROPE
31472,darpa,ASIA
31473,debar,EUROPE
31474,essau,AFRICA
31475,tiruppāchūr,ASIA
31476,clarkston,NORTH AMERICA
31477,key biscayne,NORTH AMERICA
31478,san francisco,NORTH AMERICA
31479,relangi,ASIA
31480,loviisa,EUROPE
31481,ban san phak wan luang,ASIA
31482,bijaipur,ASIA
31483,caln,NORTH AMERICA
31484,bicas,SOUTH AMERICA
31485,solila,AFRICA
31486,ratzeburg,EUROPE
31487,adekar kebouche,AFRICA
31488,halwāra,ASIA
31489,el paisnal,NORTH AMERICA
31490,wilbraham,NORTH AMERICA
31491,pontivy,EUROPE
31492,iakora,AFRICA
31493,talitsa,EUROPE
31494,reidsville,NORTH AMERICA
31495,gundlapelle,ASIA
31496,marofinaritra,AFRICA
31497,les sables-d’olonne,EUROPE
31498,merimandroso,AFRICA
31499,nolensville,NORTH AMERICA
31500,parlier,NORTH AMERICA
31501,moultrie,NORTH AMERICA
31502,friedland,EUROPE
31503,edgewater,NORTH AMERICA
31504,pindorama,SOUTH AMERICA
31505,ban du,ASIA
31506,blidet amor,AFRICA
31507,narragansett,NORTH AMERICA
31508,australind,OCEANIA
31509,jun bel,ASIA
31510,ust’-ordynskiy,EUROPE
31511,arbon,EUROPE
31512,bom jesus do galho,SOUTH AMERICA
31513,siswa,ASIA
31514,bakun,ASIA
31515,siparia,NORTH AMERICA
31516,nāgireddipalli,ASIA
31517,rio paranaíba,SOUTH AMERICA
31518,náfplio,EUROPE
31519,zaouiet kounta,AFRICA
31520,aïn nouissy,AFRICA
31521,kusāha,ASIA
31522,falagueira,EUROPE
31523,sarmīn,ASIA
31524,kizhakkummuri,ASIA
31525,ban kaeng,ASIA
31526,burglengenfeld,EUROPE
31527,plérin,EUROPE
31528,thorpe saint andrew,EUROPE
31529,kannamanāyakkanūr,ASIA
31530,pualas,ASIA
31531,dargahān,ASIA
31532,cadaval,EUROPE
31533,vitomiricë,EUROPE
31534,moorestown-lenola,NORTH AMERICA
31535,ottweiler,EUROPE
31536,sha kok mei,ASIA
31537,pandhāna,ASIA
31538,herselt,EUROPE
31539,minignan,AFRICA
31540,salem lakes,NORTH AMERICA
31541,west bradford,NORTH AMERICA
31542,anapoima,SOUTH AMERICA
31543,münster,EUROPE
31544,moston,EUROPE
31545,cayey,NORTH AMERICA
31546,middlesex,NORTH AMERICA
31547,törökbálint,EUROPE
31548,sonora,SOUTH AMERICA
31549,saint-fargeau,EUROPE
31550,pakaryā harsidhi,ASIA
31551,tabuse,ASIA
31552,rebouças,SOUTH AMERICA
31553,diéramana,AFRICA
31554,guachochi,NORTH AMERICA
31555,mbuyapey,SOUTH AMERICA
31556,mosina,EUROPE
31557,valea lupului,EUROPE
31558,chelsfield,EUROPE
31559,oria,EUROPE
31560,quinapundan,ASIA
31561,aberdare,EUROPE
31562,suwāsra,ASIA
31563,san martín de loba,SOUTH AMERICA
31564,farap,ASIA
31565,angus,NORTH AMERICA
31566,turnov,EUROPE
31567,nadisāl,ASIA
31568,gavinivāripālem,ASIA
31569,surajpura,ASIA
31570,sadhoa,ASIA
31571,guanduqiao,ASIA
31572,kandela,ASIA
31573,sokone,AFRICA
31574,oyam,AFRICA
31575,west lincoln,NORTH AMERICA
31576,ceres,SOUTH AMERICA
31577,yanhewan,ASIA
31578,ouled sidi brahim,AFRICA
31579,verona,NORTH AMERICA
31580,ludvika,EUROPE
31581,mykolaiv,EUROPE
31582,tenente portela,SOUTH AMERICA
31583,água fria,SOUTH AMERICA
31584,san gabriel,SOUTH AMERICA
31585,bois-guillaume,EUROPE
31586,lingāl,ASIA
31587,morton,EUROPE
31588,chinnavādampatti,ASIA
31589,poço das trincheiras,SOUTH AMERICA
31590,niederzier,EUROPE
31591,lākho,ASIA
31592,santa catalina,ASIA
31593,barhni,ASIA
31594,mount vernon,NORTH AMERICA
31595,deysbrook,EUROPE
31596,harduli,ASIA
31597,ksibet el mediouni,AFRICA
31598,eberbach,EUROPE
31599,ahmed rachedi,AFRICA
31600,askim,EUROPE
31601,murra,NORTH AMERICA
31602,bothell east,NORTH AMERICA
31603,araruna,SOUTH AMERICA
31604,thornbury,EUROPE
31605,olsberg,EUROPE
31606,san carlos,SOUTH AMERICA
31607,jasper,NORTH AMERICA
31608,babhangāwān,ASIA
31609,fujisaki,ASIA
31610,mésa geitoniá,ASIA
31611,eisenstadt,EUROPE
31612,barroquinha,SOUTH AMERICA
31613,lotte,EUROPE
31614,cehegín,EUROPE
31615,nawada,ASIA
31616,buggenhout,EUROPE
31617,eching,EUROPE
31618,brainerd,NORTH AMERICA
31619,nampicuan,ASIA
31620,qobustan,ASIA
31621,haacht,EUROPE
31622,hopatcong,NORTH AMERICA
31623,ocaña,EUROPE
31624,chai nat,ASIA
31625,tachov,EUROPE
31626,pilisvörösvár,EUROPE
31627,douar oulad driss,AFRICA
31628,lyžbice,EUROPE
31629,pākala,ASIA
31630,markacho,ASIA
31631,roh,ASIA
31632,tlayacapan,NORTH AMERICA
31633,oneonta,NORTH AMERICA
31634,huizúcar,NORTH AMERICA
31635,szarvas,EUROPE
31636,khallikot,ASIA
31637,goshen,NORTH AMERICA
31638,tiruvalanjuli,ASIA
31639,sommacampagna,EUROPE
31640,radoviš,EUROPE
31641,plumtree,AFRICA
31642,east whiteland,NORTH AMERICA
31643,ichikawamisato,ASIA
31644,lagunia surajkanth,ASIA
31645,wilmington island,NORTH AMERICA
31646,salida,NORTH AMERICA
31647,ankaramena,AFRICA
31648,yangasso,AFRICA
31649,lopik,EUROPE
31650,santo domingo xenacoj,NORTH AMERICA
31651,southgate,EUROPE
31652,tarlapalli,ASIA
31653,srīnagar,ASIA
31654,zayda,AFRICA
31655,larena,ASIA
31656,sopetrán,SOUTH AMERICA
31657,ráj,EUROPE
31658,valenton,EUROPE
31659,santa maría,SOUTH AMERICA
31660,shatrāna,ASIA
31661,mansāla,ASIA
31662,jacaraú,SOUTH AMERICA
31663,narahia,ASIA
31664,bāra,ASIA
31665,corinth,NORTH AMERICA
31666,livingston,NORTH AMERICA
31667,asagiri,ASIA
31668,brwinów,EUROPE
31669,masty,EUROPE
31670,tavagnacco,EUROPE
31671,skippack,NORTH AMERICA
31672,romsey,EUROPE
31673,lagoa,EUROPE
31674,nether providence,NORTH AMERICA
31675,xintian,ASIA
31676,alamo,NORTH AMERICA
31677,verona,NORTH AMERICA
31678,alloa,EUROPE
31679,dallas,NORTH AMERICA
31680,garmen,EUROPE
31681,eggenfelden,EUROPE
31682,aït yaïch,AFRICA
31683,gernsbach,EUROPE
31684,vinci,EUROPE
31685,kemp mill,NORTH AMERICA
31686,pahou,AFRICA
31687,jacaraci,SOUTH AMERICA
31688,claxton bay,NORTH AMERICA
31689,barranco de loba,SOUTH AMERICA
31690,sirmaur,ASIA
31691,bokod,ASIA
31692,ban ao nang,ASIA
31693,rauch,SOUTH AMERICA
31694,araceli,ASIA
31695,lengede,EUROPE
31696,kalocsa,EUROPE
31697,jūnqān,ASIA
31698,ampohibe,AFRICA
31699,perai,ASIA
31700,busembatia,AFRICA
31701,kolwāra,ASIA
31702,ascensión,SOUTH AMERICA
31703,morroa,SOUTH AMERICA
31704,baqiābād,ASIA
31705,satwās,ASIA
31706,bagulin,ASIA
31707,aartselaar,EUROPE
31708,saint-gilles,EUROPE
31709,davorlim,ASIA
31710,alūr,ASIA
31711,ulchin,ASIA
31712,dollis hill,EUROPE
31713,painan,ASIA
31714,dornakal,ASIA
31715,lavaltrie,NORTH AMERICA
31716,villa vásquez,NORTH AMERICA
31717,tirkarūr,ASIA
31718,gryazovets,EUROPE
31719,kharki,ASIA
31720,clarksdale,NORTH AMERICA
31721,belvedere park,NORTH AMERICA
31722,préveza,EUROPE
31723,canteleu,EUROPE
31724,mantaly,AFRICA
31725,east bridgewater,NORTH AMERICA
31726,zhabinka,EUROPE
31727,korsør,EUROPE
31728,barhi,ASIA
31729,auray,EUROPE
31730,middlewich,EUROPE
31731,general cabrera,SOUTH AMERICA
31732,vadugapatti,ASIA
31733,gorbea,SOUTH AMERICA
31734,măgurele,EUROPE
31735,new cassel,NORTH AMERICA
31736,killarney,EUROPE
31737,saint-maurice,EUROPE
31738,château-d’olonne,EUROPE
31739,general macarthur,ASIA
31740,san sebastián,NORTH AMERICA
31741,ghora gali,ASIA
31742,chik bānavar,ASIA
31743,yéréré,AFRICA
31744,farmington,NORTH AMERICA
31745,paidiipalli,ASIA
31746,valbom,EUROPE
31747,sukhinichi,EUROPE
31748,east greenwich,NORTH AMERICA
31749,itaú de minas,SOUTH AMERICA
31750,markdorf,EUROPE
31751,mutyālapalle,ASIA
31752,scottsbluff,NORTH AMERICA
31753,washington court house,NORTH AMERICA
31754,nagra,ASIA
31755,haldībāri,ASIA
31756,landau an der isar,EUROPE
31757,hetton le hole,EUROPE
31758,baoshan,ASIA
31759,alindao,AFRICA
31760,tūprān,ASIA
31761,bo,ASIA
31762,wangjiaxian,ASIA
31763,san antonio,SOUTH AMERICA
31764,concepción quezaltepeque,NORTH AMERICA
31765,bo‘ston,ASIA
31766,choszczno,EUROPE
31767,short hills,NORTH AMERICA
31768,sorso,EUROPE
31769,lohfelden,EUROPE
31770,sainte-maxime,EUROPE
31771,woippy,EUROPE
31772,chiconquiaco,NORTH AMERICA
31773,lubbeek,EUROPE
31774,kihoku,ASIA
31775,majia,ASIA
31776,hargāwān,ASIA
31777,liestal,EUROPE
31778,san cristóbal,SOUTH AMERICA
31779,stäfa,EUROPE
31780,löbau,EUROPE
31781,rheydt,EUROPE
31782,spenge,EUROPE
31783,anomabu,AFRICA
31784,zaysan,ASIA
31785,mohanpur gaughāta,ASIA
31786,yamada,ASIA
31787,küsnacht,EUROPE
31788,rokycany,EUROPE
31789,shchigry,EUROPE
31790,kārempūdi,ASIA
31791,maria,ASIA
31792,vāsad,ASIA
31793,ladainha,SOUTH AMERICA
31794,pont-à-mousson,EUROPE
31795,somerton,NORTH AMERICA
31796,west derby,EUROPE
31797,lauro müller,SOUTH AMERICA
31798,la carlota,EUROPE
31799,puraini,ASIA
31800,kamatgi,ASIA
31801,impruneta,EUROPE
31802,new hamburg,NORTH AMERICA
31803,opwijk,EUROPE
31804,villa rica,SOUTH AMERICA
31805,abinsk,EUROPE
31806,zeven,EUROPE
31807,morpeth,EUROPE
31808,tezu,ASIA
31809,sanlúcar la mayor,EUROPE
31810,ożarów mazowiecki,EUROPE
31811,doria sonāpur,ASIA
31812,penuganchiprolu,ASIA
31813,sailāna,ASIA
31814,west drayton,EUROPE
31815,boguchar,EUROPE
31816,rosarno,EUROPE
31817,nacozari viejo,NORTH AMERICA
31818,vatlūru,ASIA
31819,patiāli,ASIA
31820,churumuco de morelos,NORTH AMERICA
31821,miena,AFRICA
31822,lindenhurst,NORTH AMERICA
31823,elizabethton,NORTH AMERICA
31824,west nipissing / nipissing ouest,NORTH AMERICA
31825,moncks corner,NORTH AMERICA
31826,dumas,NORTH AMERICA
31827,barela,ASIA
31828,neu-anspach,EUROPE
31829,bollullos par del condado,EUROPE
31830,saint-omer,EUROPE
31831,otley,EUROPE
31832,santa rosalía,NORTH AMERICA
31833,srbobran,EUROPE
31834,sidi azzouz,AFRICA
31835,jitaúna,SOUTH AMERICA
31836,miho,ASIA
31837,volgorechensk,EUROPE
31838,serinhisar,ASIA
31839,artsyz,EUROPE
31840,north new hyde park,NORTH AMERICA
31841,bainbridge,NORTH AMERICA
31842,thondiamannu,ASIA
31843,shepherdsville,NORTH AMERICA
31844,simões,SOUTH AMERICA
31845,saddle brook,NORTH AMERICA
31846,carmópolis de minas,SOUTH AMERICA
31847,grafing bei münchen,EUROPE
31848,persan,EUROPE
31849,ozark,NORTH AMERICA
31850,breyten,AFRICA
31851,huron,NORTH AMERICA
31852,fallsburg,NORTH AMERICA
31853,baulia,ASIA
31854,bihpuriāgaon,ASIA
31855,iheddadene,AFRICA
31856,jacksonville,NORTH AMERICA
31857,zhutang,ASIA
31858,bedford,NORTH AMERICA
31859,jiaoxiyakou,ASIA
31860,balangiga,ASIA
31861,narhan,ASIA
31862,bhānukumāri,ASIA
31863,tianguistengo,NORTH AMERICA
31864,alto longá,SOUTH AMERICA
31865,távros,EUROPE
31866,strathmore,NORTH AMERICA
31867,leno,EUROPE
31868,hindalgi,ASIA
31869,monte alegre de sergipe,SOUTH AMERICA
31870,castelsarrasin,EUROPE
31871,san andrés timilpan,NORTH AMERICA
31872,covington,NORTH AMERICA
31873,hershey,NORTH AMERICA
31874,conisbrough,EUROPE
31875,muttukūru,ASIA
31876,pelham,NORTH AMERICA
31877,lakhsetipet,ASIA
31878,hasami,ASIA
31879,belazao,AFRICA
31880,privolzhsk,EUROPE
31881,degache,AFRICA
31882,yanshuiguan,ASIA
31883,riegelsberg,EUROPE
31884,horta,EUROPE
31885,mascali,EUROPE
31886,anpachi,ASIA
31887,saldaña,SOUTH AMERICA
31888,pālda,ASIA
31889,baia-sprie,EUROPE
31890,latham,NORTH AMERICA
31891,chesterton,NORTH AMERICA
31892,wālājābād,ASIA
31893,vil’nyans’k,EUROPE
31894,high river,NORTH AMERICA
31895,gua,ASIA
31896,jori kalān,ASIA
31897,polāia kalān,ASIA
31898,chikhli kalān,ASIA
31899,tepecoyo,NORTH AMERICA
31900,kottavalasa,ASIA
31901,ustka,EUROPE
31902,sadovoye,EUROPE
31903,tenerife,SOUTH AMERICA
31904,ollioules,EUROPE
31905,kizhariyūr,ASIA
31906,candelaria,NORTH AMERICA
31907,balangkas,ASIA
31908,estremoz,EUROPE
31909,uxbridge,NORTH AMERICA
31910,robbinsdale,NORTH AMERICA
31911,kārkūdalpatti,ASIA
31912,doctor juan eulogio estigarribia,SOUTH AMERICA
31913,vīraghattam,ASIA
31914,bradley gardens,NORTH AMERICA
31915,salīmpur,ASIA
31916,radzymin,EUROPE
31917,peumo,SOUTH AMERICA
31918,hobe sound,NORTH AMERICA
31919,iflissen,AFRICA
31920,lich,EUROPE
31921,flers,EUROPE
31922,mūrak,ASIA
31923,māngoli,ASIA
31924,tsukawaki,ASIA
31925,amay,EUROPE
31926,rehlingen-siersburg,EUROPE
31927,sarqan,ASIA
31928,santo antônio dos lopes,SOUTH AMERICA
31929,huliyār,ASIA
31930,chudovo,EUROPE
31931,fakola,AFRICA
31932,kidbrooke,EUROPE
31933,nagongera,AFRICA
31934,romitan shahri,ASIA
31935,sariosiyo,ASIA
31936,chenôve,EUROPE
31937,kambainellūr,ASIA
31938,nantucket,NORTH AMERICA
31939,rock ferry,EUROPE
31940,dayr al barshā,AFRICA
31941,baruun-urt,ASIA
31942,coronel bogado,SOUTH AMERICA
31943,shirley,EUROPE
31944,krasnyy kut,EUROPE
31945,pollokshaws,EUROPE
31946,algarrobo,SOUTH AMERICA
31947,algarrobo,SOUTH AMERICA
31948,buckingham,EUROPE
31949,korangal,ASIA
31950,omegna,EUROPE
31951,eski īkan,ASIA
31952,ushkonyr,ASIA
31953,ochër,EUROPE
31954,ambohimanga atsimo,AFRICA
31955,orbetello,EUROPE
31956,našice,EUROPE
31957,sison,ASIA
31958,krasnozavodsk,EUROPE
31959,iona,NORTH AMERICA
31960,chiaravalle,EUROPE
31961,altınekin,ASIA
31962,chard,EUROPE
31963,anantarāzupeta,ASIA
31964,bariariyā,ASIA
31965,bousso,AFRICA
31966,ban don kaeo,ASIA
31967,shimada,ASIA
31968,mjölby,EUROPE
31969,gualdo tadino,EUROPE
31970,new kingman-butler,NORTH AMERICA
31971,ungutūru,ASIA
31972,east milton,NORTH AMERICA
31973,benito juárez,SOUTH AMERICA
31974,bikkavolu,ASIA
31975,biały kamień,EUROPE
31976,puxinanã,SOUTH AMERICA
31977,patcham,EUROPE
31978,santa maria a vico,EUROPE
31979,el barrio de la soledad,NORTH AMERICA
31980,razan,ASIA
31981,nkhata bay,AFRICA
31982,ucar,ASIA
31983,ghaura,ASIA
31984,vedasandūr,ASIA
31985,mongeri,AFRICA
31986,ban nong kula,ASIA
31987,pak thong chai,ASIA
31988,ban tha thong,ASIA
31989,tendrara,AFRICA
31990,ciénega de flores,NORTH AMERICA
31991,pineville,NORTH AMERICA
31992,bökönbaev,ASIA
31993,manoharpur,ASIA
31994,det udom,ASIA
31995,weston,EUROPE
31996,mannūr,ASIA
31997,mionica,EUROPE
31998,poynton,EUROPE
31999,morokweng,AFRICA
32000,shipley,EUROPE
32001,chikitigarh,ASIA
32002,haramachida,ASIA
32003,maisach,EUROPE
32004,levoča,EUROPE
32005,little falls,NORTH AMERICA
32006,belm,EUROPE
32007,rustington,EUROPE
32008,zozocolco de hidalgo,NORTH AMERICA
32009,mondolfo,EUROPE
32010,hidalgo,NORTH AMERICA
32011,athens,NORTH AMERICA
32012,imbaú,SOUTH AMERICA
32013,svrljig,EUROPE
32014,jefferson,NORTH AMERICA
32015,murrhardt,EUROPE
32016,rāje,ASIA
32017,maria da fé,SOUTH AMERICA
32018,aïbongo,AFRICA
32019,villa la angostura,SOUTH AMERICA
32020,brazópolis,SOUTH AMERICA
32021,mittegroßefehn,EUROPE
32022,seacroft,EUROPE
32023,kukdeshwar,ASIA
32024,prieska,AFRICA
32025,van buren,NORTH AMERICA
32026,opera,EUROPE
32027,kōdanād,ASIA
32028,arvika,EUROPE
32029,wingene,EUROPE
32030,horw,EUROPE
32031,crépy-en-valois,EUROPE
32032,kelafo,AFRICA
32033,neftçala,ASIA
